title,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Gate Keepers 21,OVA,6.0,Finished Airing,,,,"Drama, Sci-Fi",Mecha,Gonzo,add some,,PG-13 - Teens 13 or older,6.73,5939.0,6664.0,11470.0,21.0
Gensoumaden Saiyuuki,TV,50,Finished Airing,Spring 2000,Spring,2000.0,"Action, Adventure, Drama, Fantasy",Mythology,Studio Pierrot,"TV Tokyo, Dentsu, Group TAC",Shounen,R - 17+ (violence & profanity),7.53,1918.0,3181.0,58371.0,799.0
Saiyuuki Reload,TV,25,Finished Airing,Fall 2003,Fall,2003.0,"Action, Adventure, Comedy, Drama, Supernatural",Mythology,Studio Pierrot,add some,Josei,PG-13 - Teens 13 or older,7.36,2627.0,4049.0,37817.0,122.0
Saiyuuki Reload Gunlock,TV,26.0,Finished Airing,Spring 2004,Spring,2004.0,"Action, Adventure, Comedy, Drama, Supernatural",Mythology,Studio Pierrot,add some,Josei,PG-13 - Teens 13 or older,7.37,2564.0,4878.0,25095.0,49.0
GetBackers,TV,49.0,Finished Airing,Fall 2002,Fall,2002.0,"Action, Mystery, Supernatural",Super Power,Studio Deen,"TBS, Kodansha, Rondo Robe, Rakuonsha",Shounen,PG-13 - Teens 13 or older,7.56,1793.0,1958.0,127386.0,906.0
Green Green,TV,12.0,Finished Airing,Summer 2003,Summer,2003.0,"Comedy, Romance, Ecchi",School,Studio Matrix,"Pony Canyon, Memory-Tech, Pony Canyon Enterprises, Aquatone",,R+ - Mild Nudity,6.12,9587.0,2034.0,121310.0,231.0
Gunslinger Girl,TV,13,Finished Airing,Fall 2003,Fall,2003.0,"Action, Drama, Sci-Fi, Suspense","Military, Psychological",Madhouse,"Marvelous Entertainment, Fuji TV",,R - 17+ (violence & profanity),7.38,2537.0,1346.0,200428.0,1226.0
Hikaru no Go,TV,75,Finished Airing,Fall 2001,Fall,2001.0,"Comedy, Drama, Supernatural","School, Strategy Game",Studio Pierrot,"TV Tokyo, Dentsu, Dream Force",Shounen,PG-13 - Teens 13 or older,8.07,594.0,1741.0,147727.0,2532.0
Hunter x Hunter,TV,62,Finished Airing,Fall 1999,Fall,1999.0,"Action, Adventure, Fantasy",,Nippon Animation,Fuji TV,Shounen,PG-13 - Teens 13 or older,8.43,191.0,380.0,634414.0,11911.0
Hunter x Hunter: Original Video Animation,OVA,8.0,Finished Airing,,,,"Action, Adventure, Fantasy",,Nippon Animation,add some,Shounen,PG-13 - Teens 13 or older,8.31,291.0,1881.0,135235.0,437.0
Hunter x Hunter: Greed Island,OVA,8.0,Finished Airing,,,,"Action, Adventure, Fantasy",,Nippon Animation,add some,Shounen,PG-13 - Teens 13 or older,8.18,441.0,1491.0,179479.0,318.0
Hunter x Hunter: Greed Island Final,OVA,14.0,Finished Airing,,,,"Action, Adventure, Fantasy",,Nippon Animation,add some,Shounen,PG-13 - Teens 13 or older,8.25,358.0,1677.0,154708.0,257.0
Jinki:Extend,TV,12.0,Finished Airing,Winter 2005,Winter,2005.0,Sci-Fi,Mecha,feel.,"TV Asahi, GANSIS, Fonishia",Shounen,R - 17+ (violence & profanity),6.04,10029.0,6291.0,13108.0,11.0
Kamikaze Kaitou Jeanne,TV,44,Finished Airing,Winter 1999,Winter,1999.0,"Action, Drama, Romance, Supernatural","Mahou Shoujo, Reincarnation, School",Toei Animation,"TV Asahi, Toei Advertising",Shoujo,PG-13 - Teens 13 or older,7.47,2160.0,3131.0,60352.0,555.0
Kannazuki no Miko,TV,12.0,Finished Airing,Fall 2004,Fall,2004.0,"Drama, Girls Love, Supernatural",Mecha,TNK,"Studio Fantasia, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment, Geneon Entertainment",Shounen,PG-13 - Teens 13 or older,6.8,5530.0,2764.0,75616.0,723.0
Kanon,TV,13.0,Finished Airing,Winter 2002,Winter,2002.0,"Drama, Romance, Supernatural",,Toei Animation,"Movic, Fuji TV, Fujipacific Music",,G - All Ages,7.05,4289.0,2896.0,69763.0,225.0
Kareshi Kanojo no Jijou,TV,26,Finished Airing,Fall 1998,Fall,1998.0,"Comedy, Drama, Romance",School,"Gainax, J.C.Staff","TV Tokyo, SoftX, GANSIS",Shoujo,PG-13 - Teens 13 or older,7.59,1693.0,1091.0,248849.0,2857.0
Kono Minikuku mo Utsukushii Sekai,TV,12.0,Finished Airing,Spring 2004,Spring,2004.0,"Comedy, Drama, Romance, Sci-Fi, Ecchi",,"Gainax, Shaft","TBS, Rondo Robe, Movic, Geneon Entertainment",,R+ - Mild Nudity,6.69,6158.0,3033.0,64041.0,163.0
Kimi ga Nozomu Eien,TV,14.0,Finished Airing,Fall 2003,Fall,2003.0,"Drama, Romance",Love Polygon,Studio Fantasia,"Lantis, Media Factory, Age",,R+ - Mild Nudity,7.16,3739.0,1734.0,148153.0,1091.0
Kita e.: Diamond Dust Drops,TV,12,Finished Airing,Winter 2004,Winter,2004.0,"Drama, Romance",,Studio Deen,add some,,PG-13 - Teens 13 or older,6.55,6991.0,6940.0,10412.0,11.0
Loveless,TV,12,Finished Airing,Spring 2005,Spring,2005.0,"Boys Love, Drama, Mystery, Supernatural",,J.C.Staff,"Bandai Visual, TV Asahi, Frontier Works, Movic",Josei,PG-13 - Teens 13 or older,6.7,6068.0,1758.0,145785.0,1296.0
Blood+,TV,50,Finished Airing,Fall 2005,Fall,2005.0,"Action, Drama, Horror, Mystery, Supernatural","Gore, Military, Vampire",Production I.G,"Aniplex, Mainichi Broadcasting System, eNa",,R - 17+ (violence & profanity),7.6,1666.0,666.0,393167.0,4487.0
Re: Cutie Honey,OVA,3.0,Finished Airing,,,,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",,"Gainax, Toei Animation",Toei Video,,R+ - Mild Nudity,7.14,3845.0,4307.0,33360.0,207.0
Solty Rei,TV,24,Finished Airing,Fall 2005,Fall,2005.0,"Action, Sci-Fi",Super Power,"Gonzo, AIC","TV Asahi, Sotsu Music Publishing, Future Vision Music",,R - 17+ (violence & profanity),7.24,3263.0,4352.0,32477.0,141.0
Juuni Kokuki,TV,45.0,Finished Airing,Spring 2002,Spring,2002.0,"Action, Adventure, Fantasy",Isekai,Studio Pierrot,"NHK, Sogo Vision",,PG-13 - Teens 13 or older,8.01,682.0,1580.0,168405.0,2613.0
Shaman King,TV,64,Finished Airing,Summer 2001,Summer,2001.0,"Action, Adventure, Supernatural",,Xebec,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Shounen,PG-13 - Teens 13 or older,7.73,1262.0,695.0,380597.0,3736.0
X/1999,Movie,1,Finished Airing,,,,"Action, Drama, Fantasy, Mystery",Super Power,Madhouse,"Bandai Visual, Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty, Arts Pro",Shoujo,R+ - Mild Nudity,6.56,6937.0,3807.0,42847.0,143.0
X,TV,24.0,Finished Airing,Fall 2001,Fall,2001.0,"Action, Drama, Fantasy, Mystery",Super Power,Madhouse,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com, Arts Pro",Shoujo,R+ - Mild Nudity,7.38,2561.0,2511.0,88155.0,777.0
Mahou Sensei Negima!,TV,26,Finished Airing,Winter 2005,Winter,2005.0,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, School, Super Power",Xebec,Starchild Records,Shounen,PG-13 - Teens 13 or older,6.92,4907.0,1751.0,147018.0,507.0
Maria-sama ga Miteru,TV,13,Finished Airing,Winter 2004,Winter,2004.0,"Drama, Girls Love",School,Studio Deen,"Rondo Robe, TV Tokyo Music",Shoujo,PG-13 - Teens 13 or older,7.27,3076.0,2767.0,75491.0,724.0
Boukyaku no Senritsu,TV,24.0,Finished Airing,Spring 2004,Spring,2004.0,"Adventure, Fantasy, Horror, Sci-Fi","Mecha, Psychological, Space, Super Power",J.C.Staff,"Gainax, Kadokawa Shoten, TBS, Ken Media",Shounen,PG-13 - Teens 13 or older,6.25,8864.0,5332.0,20269.0,42.0
"Ima, Soko ni Iru Boku",TV,13,Finished Airing,Fall 1999,Fall,1999.0,"Adventure, Drama, Fantasy, Sci-Fi","Isekai, Military",AIC,"Victor Entertainment, Pioneer LDC, Rakuonsha, Aquatone",,R - 17+ (violence & profanity),7.57,1742.0,1657.0,157067.0,1249.0
Peace Maker Kurogane,TV,24,Finished Airing,Fall 2003,Fall,2003.0,"Action, Comedy","Historical, Samurai",Gonzo,"GDH, TV Asahi, Imagica",Shounen,R - 17+ (violence & profanity),7.28,3063.0,3126.0,60542.0,279.0
Pita Ten,TV,26.0,Finished Airing,Spring 2002,Spring,2002.0,"Comedy, Fantasy, Romance",School,Madhouse,Broccoli,Shounen,G - All Ages,6.92,4921.0,4840.0,25583.0,92.0
Power Stone,TV,26,Finished Airing,Spring 1999,Spring,1999.0,"Adventure, Comedy, Fantasy",Historical,Studio Pierrot,Avex Entertainment,,PG - Children,6.46,7568.0,7309.0,9148.0,20.0
Mononoke Hime,Movie,1,Finished Airing,,,,"Action, Adventure, Award Winning, Fantasy",,Studio Ghibli,"Tokuma Shoten, Nippon Television Network, Omnibus Promotion",,PG-13 - Teens 13 or older,8.67,78.0,106.0,1350237.0,23744.0
RahXephon,TV,26.0,Finished Airing,Winter 2002,Winter,2002.0,"Award Winning, Drama, Mystery, Romance, Sci-Fi, Suspense","Mecha, Music, Psychological",Bones,"Media Factory, Victor Entertainment, Asatsu DK, Fuji TV",,PG-13 - Teens 13 or older,7.37,2609.0,1974.0,126428.0,1016.0
Samurai 7,TV,26.0,Finished Airing,Summer 2004,Summer,2004.0,Sci-Fi,"Historical, Mecha, Samurai",Gonzo,"GDH, Sotsu Music Publishing, Future Vision Music, MICO",,PG-13 - Teens 13 or older,7.43,2297.0,1851.0,137121.0,721.0
Scrapped Princess,TV,24.0,Finished Airing,Spring 2003,Spring,2003.0,"Adventure, Drama, Fantasy, Sci-Fi",Mecha,Bones,"Lantis, Kadokawa Shoten, A-Line, Rakuonsha",,PG-13 - Teens 13 or older,7.36,2628.0,2285.0,102091.0,436.0
s.CRY.ed,TV,26,Finished Airing,Summer 2001,Summer,2001.0,"Action, Adventure, Drama, Sci-Fi",Super Power,Sunrise,Yomiko Advertising,,PG-13 - Teens 13 or older,7.35,2687.0,2528.0,86988.0,686.0
Shingetsutan Tsukihime,TV,12.0,Finished Airing,Fall 2003,Fall,2003.0,"Action, Horror, Mystery, Romance, Supernatural",Vampire,J.C.Staff,"TBS, Rondo Robe, Movic, Geneon Entertainment",,R - 17+ (violence & profanity),6.78,5649.0,1504.0,177768.0,698.0
Slam Dunk,TV,101,Finished Airing,Fall 1993,Fall,1993.0,Sports,"School, Team Sports",Toei Animation,TV Asahi,Shounen,PG-13 - Teens 13 or older,8.55,129.0,810.0,330168.0,7944.0
Strange Dawn,TV,13,Finished Airing,Summer 2000,Summer,2000.0,"Adventure, Drama, Fantasy",Isekai,HAL Film Maker,add some,,PG-13 - Teens 13 or older,6.24,8912.0,8068.0,7112.0,10.0
Tactics,TV,25,Finished Airing,Fall 2004,Fall,2004.0,"Mystery, Supernatural","Historical, Mythology",Studio Deen,MediaNet,Shounen,PG-13 - Teens 13 or older,7.18,3609.0,3803.0,42917.0,171.0
Tenjou Tenge,TV,24.0,Finished Airing,Spring 2004,Spring,2004.0,"Action, Drama, Supernatural, Ecchi","Delinquents, Martial Arts, School, Super Power",Madhouse,"TV Asahi, Avex Mode, Arts Pro",Seinen,R - 17+ (violence & profanity),6.86,5186.0,1362.0,198030.0,628.0
Tokyo Underground,TV,26.0,Finished Airing,Spring 2002,Spring,2002.0,"Action, Adventure, Romance, Sci-Fi",Super Power,Studio Pierrot,TV Tokyo Music,Shounen,PG-13 - Teens 13 or older,6.58,6834.0,4412.0,31418.0,49.0
Triangle Heart: Sweet Songs Forever,OVA,4.0,Finished Airing,,,,"Adventure, Romance",,Seven Arcs,Discovery,,R - 17+ (violence & profanity),6.09,9786.0,7778.0,7783.0,7.0
Tsubasa Chronicle,TV,26,Finished Airing,Spring 2005,Spring,2005.0,"Action, Adventure, Drama, Fantasy, Romance",,Bee Train,"NHK, Kodansha",Shounen,PG-13 - Teens 13 or older,7.51,2008.0,1147.0,238160.0,2061.0
Ultra Maniac,TV,26.0,Finished Airing,Spring 2003,Spring,2003.0,"Comedy, Fantasy, Romance",School,Ashi Productions,WAO World,Shoujo,G - All Ages,7.15,3775.0,4144.0,35953.0,147.0
Ultra Maniac OVA,OVA,1.0,Finished Airing,,,,"Comedy, Fantasy, Romance",School,Ashi Productions,add some,,G - All Ages,6.61,6659.0,8661.0,6003.0,3.0
Vandread,TV,13,Finished Airing,Fall 2000,Fall,2000.0,"Sci-Fi, Ecchi","Mecha, Space",Gonzo,"GDH, Dentsu, Media Factory",,PG-13 - Teens 13 or older,7.15,3778.0,2499.0,89043.0,443.0
Vandread: The Second Stage,TV,13,Finished Airing,Fall 2001,Fall,2001.0,"Sci-Fi, Ecchi","Mecha, Space",Gonzo,"GDH, Dentsu, Media Factory",,PG-13 - Teens 13 or older,7.37,2575.0,3228.0,56749.0,123.0
Tenkuu no Escaflowne,TV,26,Finished Airing,Spring 1996,Spring,1996.0,"Adventure, Fantasy, Romance","Isekai, Love Polygon, Mecha",Sunrise,"TV Tokyo, Bandai Visual, Omnibus Promotion",,PG-13 - Teens 13 or older,7.65,1508.0,1545.0,173337.0,2265.0
Whistle!,TV,39.0,Finished Airing,Spring 2002,Spring,2002.0,Sports,"School, Team Sports",Studio Comet,Marvelous Entertainment,Shounen,G - All Ages,7.35,2700.0,5861.0,15726.0,80.0
Xenosaga The Animation,TV,12.0,Finished Airing,Winter 2005,Winter,2005.0,Sci-Fi,"Mecha, Space",Toei Animation,Happinet Pictures,,PG-13 - Teens 13 or older,6.32,8389.0,5141.0,22113.0,47.0
Initial D First Stage,TV,26,Finished Airing,Spring 1998,Spring,1998.0,"Action, Drama",Racing,"Gallop, Studio Comet","OB Planning, Fuji TV",Seinen,PG-13 - Teens 13 or older,8.36,243.0,604.0,426466.0,13586.0
Initial D Second Stage,TV,13,Finished Airing,Fall 1999,Fall,1999.0,"Action, Drama",Racing,Pastel,"OB Planning, Fuji TV",Seinen,PG-13 - Teens 13 or older,8.19,428.0,1060.0,255951.0,1191.0
Initial D Third Stage,Movie,1.0,Finished Airing,,,,"Action, Drama",Racing,Studio Deen,OB Planning,Seinen,PG-13 - Teens 13 or older,7.91,850.0,1334.0,201592.0,716.0
Gosenzo Sane,OVA,4,Finished Airing,,,,"Comedy, Mystery, Supernatural, Hentai",,AIC,"Green Bunny, BEAM Entertainment",,Rx - Hentai,6.14,,10329.0,3603.0,11.0
Love Hina,TV,24,Finished Airing,Spring 2000,Spring,2000.0,"Comedy, Romance, Ecchi",Harem,Xebec,"TV Tokyo, Yomiko Advertising",Shounen,PG-13 - Teens 13 or older,7.09,4090.0,975.0,277909.0,1521.0
Love Hina Again,OVA,3.0,Finished Airing,,,,"Comedy, Romance, Ecchi",,Xebec,"Starchild Records, Audio Tanaka",Shounen,PG-13 - Teens 13 or older,7.2,3491.0,2508.0,88261.0,87.0
Love Hina Christmas Special: Silent Eve,TV Special,1,Finished Airing,,,,"Comedy, Romance",,Xebec,"TV Tokyo, Yomiko Advertising",Shounen,PG-13 - Teens 13 or older,7.3,2919.0,3138.0,60092.0,48.0
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,TV Special,1,Finished Airing,,,,"Adventure, Comedy, Romance",,Xebec,"TV Tokyo, Yomiko Advertising",Shounen,PG-13 - Teens 13 or older,7.17,3661.0,3296.0,54800.0,20.0
Maburaho,TV,24,Finished Airing,Fall 2003,Fall,2003.0,"Comedy, Drama, Romance, Ecchi","Harem, School",J.C.Staff,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",,R+ - Mild Nudity,6.72,5978.0,2300.0,101355.0,238.0
Macross Zero,OVA,5.0,Finished Airing,,,,"Adventure, Sci-Fi","Mecha, Military",Satelight,"Bandai Visual, Big West",,R+ - Mild Nudity,7.48,2107.0,3838.0,42210.0,126.0
Onegai☆Teacher,TV,12.0,Finished Airing,Winter 2002,Winter,2002.0,"Drama, Romance, Sci-Fi",School,Daume,"Bandai Visual, Genco",,PG-13 - Teens 13 or older,7.09,4100.0,1437.0,186135.0,1000.0
Onegai☆Twins,TV,12.0,Finished Airing,Summer 2003,Summer,2003.0,"Comedy, Drama, Sci-Fi","Harem, School",Daume,"Bandai Visual, Genco, Lantis",,PG-13 - Teens 13 or older,6.8,5543.0,2409.0,93688.0,189.0
Rizelmine,TV,24.0,Finished Airing,Spring 2002,Spring,2002.0,"Comedy, Romance, Sci-Fi, Ecchi",School,"Madhouse, Imagin",m.o.e.,,R+ - Mild Nudity,6.49,7368.0,4737.0,26942.0,50.0
Speed Grapher,TV,24,Finished Airing,Spring 2005,Spring,2005.0,"Action, Mystery, Suspense","Adult Cast, Gore, Organized Crime, Psychological, Super Power",Gonzo,"TV Asahi, Rakuonsha, WAO World, TAP, Future Vision Music",,R+ - Mild Nudity,7.29,2995.0,2015.0,122871.0,636.0
Sen to Chihiro no Kamikakushi,Movie,1.0,Finished Airing,,,,"Adventure, Award Winning, Fantasy",Mythology,Studio Ghibli,"Dentsu, TOHO, Tokuma Shoten, Tohokushinsha Film Corporation, Nippon Television Network, Mitsubishi",,PG - Children,8.77,42.0,44.0,1985556.0,34646.0
Tenshi na Konamaiki,TV,50.0,Finished Airing,Spring 2002,Spring,2002.0,"Comedy, Romance",Magical Sex Shift,TMS Entertainment,TV Tokyo,Shounen,PG-13 - Teens 13 or older,7.42,2363.0,4504.0,30262.0,154.0
Video Girl Ai,OVA,6,Finished Airing,,,,"Comedy, Drama, Romance, Ecchi",Love Polygon,Production I.G,Shueisha,Shounen,R+ - Mild Nudity,7.19,3537.0,4298.0,33525.0,150.0
Wolf's Rain,TV,26.0,Finished Airing,Winter 2003,Winter,2003.0,"Action, Adventure, Drama, Fantasy, Mystery",,Bones,"Bandai Visual, Asatsu DK, Fuji TV",,PG-13 - Teens 13 or older,7.79,1113.0,764.0,347603.0,5894.0
Words Worth,,,,,,,,,,,,,6.72,,,,
Yumeria,TV,12,Finished Airing,Winter 2004,Winter,2004.0,"Action, Comedy, Ecchi","Harem, Super Power",Studio Deen,add some,,PG-13 - Teens 13 or older,6.05,9981.0,4540.0,29701.0,34.0
Samurai Champloo,TV,26.0,Finished Airing,Spring 2004,Spring,2004.0,"Action, Adventure, Comedy","Historical, Samurai",Manglobe,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",,R - 17+ (violence & profanity),8.52,140.0,109.0,1323229.0,40319.0
Lodoss-tou Senki: Eiyuu Kishi Den,TV,27,Finished Airing,Spring 1998,Spring,1998.0,"Action, Adventure, Drama, Fantasy, Romance",,AIC,"Kadokawa Shoten, Yomiko Advertising, Marubeni",,PG-13 - Teens 13 or older,7.11,4007.0,4011.0,38563.0,145.0
Lodoss-tou Senki,OVA,13,Finished Airing,,,,"Action, Adventure, Fantasy",,Madhouse,"Kadokawa Shoten, TBS, Marubeni, Arts Pro",,R - 17+ (violence & profanity),7.32,2828.0,2468.0,90667.0,787.0
R.O.D: Read or Die,OVA,3,Finished Airing,,,,"Action, Adventure, Mystery, Sci-Fi","Adult Cast, Historical",Studio Deen,"Aniplex, SME Visual Works",,PG-13 - Teens 13 or older,7.61,1648.0,2794.0,74142.0,362.0
R.O.D: The TV,TV,26,Finished Airing,Fall 2003,Fall,2003.0,"Action, Adventure, Comedy, Drama, Sci-Fi",Super Power,J.C.Staff,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",,R+ - Mild Nudity,7.52,1987.0,2814.0,73407.0,439.0
Ranma ½,TV,161,Finished Airing,Spring 1989,Spring,1989.0,"Action, Comedy, Romance, Ecchi","Magical Sex Shift, Martial Arts, School",Studio Deen,"Kitty Films, Fuji TV, Shogakukan",Shounen,R+ - Mild Nudity,7.77,1168.0,972.0,278573.0,4612.0
Pure Mail,OVA,2.0,Finished Airing,,,,Hentai,,Datama Film,Green Bunny,,Rx - Hentai,6.18,,9892.0,4134.0,11.0
Project A-Ko,Movie,1.0,Finished Airing,,,,"Adventure, Comedy, Sci-Fi","Mecha, Super Power",APPP,"Soeishinsha, Arts Pro",,PG-13 - Teens 13 or older,6.85,5250.0,4945.0,24396.0,156.0
Pia Carrot e Youkoso!!,OVA,3,Finished Airing,,,,"Comedy, Hentai",,Triple X,Pink Pineapple,,Rx - Hentai,5.96,,9704.0,4382.0,3.0
Pia Carrot e Youkoso!! 2,OVA,3,Finished Airing,,,,"Comedy, Hentai",,Triple X,Pink Pineapple,,Rx - Hentai,6.1,,10816.0,3125.0,3.0
Pia Carrot e Youkoso!! 2 DX,OVA,6,Finished Airing,,,,"Comedy, Romance",,Garyuu Studio,add some,,PG-13 - Teens 13 or older,6.2,9152.0,10603.0,3328.0,2.0
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Movie,1.0,Finished Airing,,,,"Comedy, Romance",,I-move,TV Tokyo,,PG-13 - Teens 13 or older,5.83,11159.0,10375.0,3555.0,1.0
Shin Angel,OVA,5,Finished Airing,,,,"Comedy, Drama, Hentai",,Arms,Pink Pineapple,,Rx - Hentai,6.27,,10249.0,3688.0,13.0
Kidou Senkan Nadesico,TV,26,Finished Airing,Fall 1996,Fall,1996.0,"Comedy, Romance, Sci-Fi","Mecha, Military, Parody, Space",Xebec,"TV Tokyo, Starchild Records, Yomiko Advertising, Audio Tanaka",,PG-13 - Teens 13 or older,7.49,2091.0,3167.0,58739.0,497.0
Kidou Senkan Nadesico: The Prince of Darkness,Movie,1,Finished Airing,,,,"Award Winning, Drama, Sci-Fi","Mecha, Psychological, Space",Xebec,"TV Tokyo, Kadokawa Shoten, Toei Video, Movic, Sega, ING, King Records, Audio Tanaka",,R - 17+ (violence & profanity),6.72,5969.0,5569.0,18012.0,33.0
Kuro no Danshou,OVA,4,Finished Airing,,,,"Horror, Hentai",,JOF,Discovery,,Rx - Hentai,5.65,,10583.0,3343.0,12.0
Mezzo Forte,OVA,2,Finished Airing,,,,"Action, Comedy, Sci-Fi, Hentai",,Arms,Green Bunny,,Rx - Hentai,6.62,,4065.0,37442.0,114.0
Mezzo DSA,TV,13,Finished Airing,Winter 2004,Winter,2004.0,"Action, Adventure, Comedy, Mystery, Sci-Fi",,Arms,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures, Arts Pro",,R+ - Mild Nudity,6.62,6622.0,4804.0,26015.0,79.0
Dragon Ball,TV,153,Finished Airing,Winter 1986,Winter,1986.0,"Action, Adventure, Comedy, Fantasy",Martial Arts,Toei Animation,Fuji TV,Shounen,PG-13 - Teens 13 or older,7.98,724.0,150.0,1115812.0,17566.0
Dragon Ball GT,TV,64,Finished Airing,Winter 1996,Winter,1996.0,"Action, Adventure, Comedy, Fantasy",Martial Arts,Toei Animation,Fuji TV,Shounen,PG-13 - Teens 13 or older,6.51,7227.0,355.0,667120.0,2253.0
Elfen Lied,TV,13.0,Finished Airing,Summer 2004,Summer,2004.0,"Action, Drama, Horror, Romance, Suspense","Gore, Psychological, Super Power",Arms,"VAP, Genco, Zack Promotion",Seinen,R+ - Mild Nudity,7.46,2203.0,80.0,1590797.0,24844.0
FLCL,OVA,6,Finished Airing,,,,"Avant Garde, Comedy, Sci-Fi, Suspense","Mecha, Parody, Psychological","Gainax, Production I.G","Starchild Records, King Records",,PG-13 - Teens 13 or older,8.04,639.0,229.0,878606.0,32469.0
Jigoku Shoujo,TV,26,Finished Airing,Fall 2005,Fall,2005.0,"Horror, Mystery, Supernatural, Suspense",Psychological,Studio Deen,"Aniplex, SKY Perfect Well Think, DAX Production",,R - 17+ (violence & profanity),7.6,1649.0,696.0,379514.0,3335.0
Ninin ga Shinobuden,TV,12.0,Finished Airing,Summer 2004,Summer,2004.0,Comedy,"Martial Arts, Parody",ufotable,"Toshiba Entertainment, Happinet Pictures",,R - 17+ (violence & profanity),6.87,5159.0,4076.0,37221.0,138.0
Air Master,TV,27.0,Finished Airing,Spring 2003,Spring,2003.0,"Action, Comedy",Martial Arts,Toei Animation,"VAP, Nippon Television Network",Seinen,R - 17+ (violence & profanity),6.94,4808.0,3805.0,42864.0,157.0
Asagiri no Miko,TV,26.0,Finished Airing,Summer 2002,Summer,2002.0,"Action, Comedy, Supernatural",Mythology,"Chaos Project, GANSIS","Starchild Records, TV Tokyo Music, Shounen Gahousha",Seinen,PG - Children,6.1,9715.0,7387.0,8901.0,7.0
Cardcaptor Sakura,,,,,,,,,,,,,8.18,,,,
Daa! Daa! Daa!,TV,78,Finished Airing,Spring 2000,Spring,2000.0,"Comedy, Sci-Fi",Childcare,J.C.Staff,"NHK, Sogo Vision, NHK Enterprises",Shoujo,G - All Ages,7.63,1565.0,4695.0,27519.0,256.0
Dan Doh!!,TV,26.0,Finished Airing,Spring 2004,Spring,2004.0,"Adventure, Sports",,Tokyo Kids,"TV Tokyo, HoriPro",Shounen,G - All Ages,6.63,6504.0,9202.0,5139.0,3.0
Meitantei Conan,TV,Unknown,Currently Airing,Winter 1996,Winter,1996.0,"Adventure, Comedy, Mystery",Detective,TMS Entertainment,"Yomiuri Telecasting, Shogakukan, Audio Planning U, Tokyo Movie, Polydor Records",Shounen,PG-13 - Teens 13 or older,8.18,448.0,709.0,371656.0,15768.0
E's Otherwise,TV,26.0,Finished Airing,Spring 2003,Spring,2003.0,"Action, Adventure, Drama, Sci-Fi","Military, Super Power",Studio Pierrot,Sotsu,Shounen,PG-13 - Teens 13 or older,6.58,6853.0,5636.0,17522.0,26.0
Koukyoushihen Eureka Seven,TV,50,Finished Airing,Spring 2005,Spring,2005.0,"Adventure, Drama, Romance, Sci-Fi",Mecha,Bones,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Productions, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN, Fonishia",,PG-13 - Teens 13 or older,8.05,620.0,556.0,454069.0,9281.0
